Warning: {
	Model use is disabled for problem with categorical variables.
} 
Warning: {
	Default anisotropic mesh is disabled with categorical and binary variables.
} 

MADS run {

	BBE	(	SOL	)	OBJ

	5908	(	2 0 3964.1134625710 2 6035.8803219730 )	53.8396748316 (ExtendedPoll#55)
	5911	(	2 0 3964.1376216602 2 6035.8616765123 )	53.8396077632 (ExtendedPoll#55)
	5920	(	2 0 3964.1391333458 2 6035.8605134178 )	53.8396035356 (ExtendedPoll#55)
	5925	(	2 0 3964.1395137360 2 6035.8602258817 )	53.8396024275 (ExtendedPoll#55)
	5929	(	2 0 3964.1397422881 2 6035.8601580043 )	53.8396008562 (ExtendedPoll#55)
	5930	(	2 0 3964.1401032802 2 6035.8598464624 )	53.8396001384 (ExtendedPoll#55)
	5938	(	2 0 3964.1401437730 2 6035.8598027239 )	53.8396001338 (ExtendedPoll#55)
	5939	(	2 0 3964.1402652513 2 6035.8596715087 )	53.8396001200 (ExtendedPoll#55)
	5940	(	2 0 3964.1407511646 2 6035.8591466477 )	53.8396000647 (ExtendedPoll#55)
	5941	(	2 0 3964.1426948176 2 6035.8570472037 )	53.8395998438 (ExtendedPoll#55)
	5942	(	2 0 3964.1504694296 2 6035.8486494278 )	53.8395989603 (ExtendedPoll#55)
	5943	(	2 0 3964.1815678778 2 6035.8150583240 )	53.8395954303 (ExtendedPoll#55)
	5944	(	2 0 3964.3059616705 2 6035.6806939089 )	53.8395813737 (ExtendedPoll#55)
	5945	(	2 0 3964.8035368415 2 6035.1432362487 )	53.8395261614 (ExtendedPoll#55)
	5946	(	2 0 3966.7938375252 2 6032.9934056075 )	53.8393215384 (ExtendedPoll#55)
	5947	(	2 0 3974.7550402603 2 6024.3940830430 )	53.8387624914 (ExtendedPoll#55)
	5949	(	2 0 3974.8020931115 2 6024.3552069220 )	53.8386567319 (ExtendedPoll#55)
	5950	(	2 0 3974.9432516652 2 6024.2385785592 )	53.8383395150 (ExtendedPoll#55)
	5951	(	2 0 3975.5078858801 2 6023.7720651080 )	53.8370715717 (ExtendedPoll#55)
	5952	(	2 0 3977.7664227394 2 6021.9060113031 )	53.8320145804 (ExtendedPoll#55)
	5955	(	2 0 3978.1694615728 2 6021.6302815615 )	53.8306170085 (ExtendedPoll#55)
	5960	(	2 0 3978.2884006782 2 6021.6028192098 )	53.8297362750 (ExtendedPoll#55)
	5965	(	2 0 3978.3433620337 2 6021.5762764903 )	53.8294496693 (ExtendedPoll#55)
	5968	(	2 0 3978.4034030246 2 6021.5653058772 )	53.8289799544 (ExtendedPoll#55)
	5972	(	2 0 3978.4320361581 2 6021.5547475992 )	53.8288022372 (ExtendedPoll#55)
	5973	(	2 0 3978.4762518106 2 6021.5126727574 )	53.8287517449 (ExtendedPoll#55)
	5974	(	2 0 3978.6088987679 2 6021.3864482319 )	53.8286003328 (ExtendedPoll#55)
	5978	(	2 0 3978.6514101019 2 6021.3426524116 )	53.8285808779 (ExtendedPoll#55)
	5979	(	2 0 3978.7789441037 2 6021.2112649506 )	53.8285225798 (ExtendedPoll#55)
	5980	(	2 0 3979.2890801112 2 6020.6857151068 )	53.8282903842 (ExtendedPoll#55)
	5981	(	2 0 3981.3296241412 2 6018.5835157314 )	53.8273775476 (ExtendedPoll#55)
	5982	(	2 0 3989.4918002613 2 6010.1747182300 )	53.8239811631 (ExtendedPoll#55)
	5983	(	2 0 4022.1405047416 2 5976.5395282242 )	53.8144637068 (ExtendedPoll#55)
	5988	(	2 0 4020.7893650335 2 5978.9483783098 )	53.8057221545 (ExtendedPoll#55)
	5993	(	2 0 4021.8359865119 2 5978.0476185044 )	53.8039392071 (ExtendedPoll#55)
	6002	(	2 0 4021.8964440029 2 5978.0392385221 )	53.8034496620 (ExtendedPoll#55)
	6005	(	2 0 4021.9498759700 2 5978.0097369858 )	53.8032127550 (ExtendedPoll#55)
	6009	(	2 0 4021.9714769156 2 5977.9881793562 )	53.8032023063 (ExtendedPoll#55)
	6010	(	2 0 4022.0362797523 2 5977.9235064675 )	53.8031709766 (ExtendedPoll#55)
	6011	(	2 0 4022.2954910992 2 5977.6648149127 )	53.8030459025 (ExtendedPoll#55)
	6012	(	2 0 4023.3323364869 2 5976.6300486937 )	53.8025495188 (ExtendedPoll#55)
	6013	(	2 0 4027.4797180376 2 5972.4909838173 )	53.8006265679 (ExtendedPoll#55)
	6026	(	2 0 4027.4926149637 2 5972.4991384731 )	53.8004340240 (ExtendedPoll#55)
	6028	(	2 0 4027.4867594927 2 5972.5132290886 )	53.8003634319 (ExtendedPoll#55)
	6045	(	2 0 4027.4868017206 2 5972.5131870229 )	53.8003634121 (ExtendedPoll#55)
	6046	(	2 0 4027.4869284044 2 5972.5130608261 )	53.8003633529 (ExtendedPoll#55)
	6047	(	2 0 4027.4874351394 2 5972.5125560387 )	53.8003631157 (ExtendedPoll#55)
	6048	(	2 0 4027.4894620797 2 5972.5105368890 )	53.8003621672 (ExtendedPoll#55)
	6063	(	2 0 4027.4894630105 2 5972.5105368589 )	53.8003621588 (ExtendedPoll#55)
	6069	(	2 0 4027.4894632002 2 5972.5105367239 )	53.8003621582 (ExtendedPoll#55)
	6074	(	2 0 4027.4894631259 2 5972.5105368136 )	53.8003621581 (ExtendedPoll#55)
	6075	(	2 0 4027.4894629032 2 5972.5105370826 )	53.8003621578 (ExtendedPoll#55)
	6083	(	2 0 4027.4894628766 2 5972.5105371140 )	53.8003621577 (ExtendedPoll#55)
	6090	(	2 0 4748.4423428951 2 5251.5576378325 )	54.9123291399 (ExtendedPoll#56)
	6091	(	2 0 3993.7694004889 2 6006.2305802387 )	53.8183151870 (ExtendedPoll#56)
	6130	(	2 0 3993.7694619626 2 6006.2305225636 )	53.8183151149 (ExtendedPoll#56)
	6131	(	2 0 3993.7696463836 2 6006.2303495384 )	53.8183148988 (ExtendedPoll#56)
	6142	(	2 0 3993.7696499094 2 6006.2303483359 )	53.8183148762 (ExtendedPoll#56)
	6150	(	2 0 3993.7696494122 2 6006.2303491234 )	53.8183148740 (ExtendedPoll#56)
	6151	(	2 0 3993.7696479206 2 6006.2303514859 )	53.8183148673 (ExtendedPoll#56)
	6156	(	2 0 3993.7696473156 2 6006.2303521939 )	53.8183148668 (ExtendedPoll#56)
	6157	(	2 0 3993.7696455004 2 6006.2303543179 )	53.8183148653 (ExtendedPoll#56)
	6166	(	2 0 3993.7696457355 2 6006.2303540873 )	53.8183148651 (ExtendedPoll#56)
	6167	(	2 0 3993.7696464408 2 6006.2303533957 )	53.8183148645 (ExtendedPoll#56)
	6168	(	2 0 3993.7696492618 2 6006.2303506290 )	53.8183148623 (ExtendedPoll#56)
	6171	(	2 0 3993.7696499024 2 6006.2303499530 )	53.8183148622 (ExtendedPoll#56)
	6172	(	2 0 3993.7696518242 2 6006.2303479249 )	53.8183148619 (ExtendedPoll#56)
	6173	(	2 0 3993.7696595112 2 6006.2303398127 )	53.8183148607 (ExtendedPoll#56)
	6174	(	2 0 3993.7696902595 2 6006.2303073636 )	53.8183148562 (ExtendedPoll#56)
	6175	(	2 0 3993.7698132527 2 6006.2301775672 )	53.8183148381 (ExtendedPoll#56)
	6176	(	2 0 3993.7703052255 2 6006.2296583817 )	53.8183147657 (ExtendedPoll#56)
	6177	(	2 0 3993.7722731166 2 6006.2275816398 )	53.8183144759 (ExtendedPoll#56)
	6178	(	2 0 3993.7801446810 2 6006.2192746722 )	53.8183133172 (ExtendedPoll#56)
	6179	(	2 0 3993.8116309384 2 6006.1860468016 )	53.8183086862 (ExtendedPoll#56)
	6180	(	2 0 3993.9375759683 2 6006.0531353193 )	53.8182902249 (ExtendedPoll#56)
	6181	(	2 0 3994.4413560878 2 6005.5214893902 )	53.8182173813 (ExtendedPoll#56)
	6182	(	2 0 3996.4564765659 2 6003.3949056739 )	53.8179420284 (ExtendedPoll#56)
	6183	(	2 0 4004.5169584783 2 5994.8885708083 )	53.8170967872 (ExtendedPoll#56)
	6185	(	2 0 4004.5245453924 2 5994.8877669371 )	53.8170328494 (ExtendedPoll#56)
	6186	(	2 0 4004.5473061346 2 5994.8853553233 )	53.8168410364 (ExtendedPoll#56)
	6187	(	2 0 4004.6383491034 2 5994.8757088682 )	53.8160737928 (ExtendedPoll#56)
	6188	(	2 0 4005.0025209789 2 5994.8371230479 )	53.8130049524 (ExtendedPoll#56)
	6191	(	2 0 4005.0443542507 2 5994.7926791534 )	53.8130042923 (ExtendedPoll#56)
	6192	(	2 0 4005.1698540660 2 5994.6593474699 )	53.8130023789 (ExtendedPoll#56)
	6193	(	2 0 4005.6718533272 2 5994.1260207358 )	53.8129957265 (ExtendedPoll#56)
	6194	(	2 0 4007.6798503720 2 5991.9927137997 )	53.8129851374 (ExtendedPoll#56)
	6199	(	2 0 4007.2403461204 2 5992.5254074536 )	53.8124063797 (ExtendedPoll#56)
	6203	(	2 0 4007.7373207242 2 5992.0459191907 )	53.8119791690 (ExtendedPoll#56)
	6204	(	2 0 4009.2282445356 2 5990.6074544020 )	53.8107058155 (ExtendedPoll#56)
	6212	(	2 0 4009.3503023939 2 5990.6056218015 )	53.8095807273 (ExtendedPoll#56)
	6214	(	2 0 4009.4380806266 2 5990.5207890577 )	53.8095074272 (ExtendedPoll#56)
	6215	(	2 0 4009.7014153247 2 5990.2662908261 )	53.8092877859 (ExtendedPoll#56)
	6222	(	2 0 4009.7506106525 2 5990.2301636059 )	53.8091461907 (ExtendedPoll#56)
	6229	(	2 0 4009.7635053921 2 5990.2220054099 )	53.8090975243 (ExtendedPoll#56)
	6230	(	2 0 4009.8021896106 2 5990.1975308217 )	53.8089515284 (ExtendedPoll#56)
	6240	(	2 0 4009.8017843826 2 5990.1980698371 )	53.8089505672 (ExtendedPoll#56)
	6247	(	2 0 4009.8017202471 2 5990.1981703234 )	53.8089502814 (ExtendedPoll#56)
	6248	(	2 0 4009.8015278408 2 5990.1984717824 )	53.8089494238 (ExtendedPoll#56)
	6263	(	2 0 4009.8015265652 2 5990.1984731397 )	53.8089494237 (ExtendedPoll#56)
	6264	(	2 0 4009.8015227385 2 5990.1984772118 )	53.8089494236 (ExtendedPoll#56)
	6268	(	2 0 4009.8015264517 2 5990.1984734744 )	53.8089494218 (ExtendedPoll#56)
	6269	(	2 0 4009.8015375912 2 5990.1984622623 )	53.8089494165 (ExtendedPoll#56)
	6270	(	2 0 4009.8015821493 2 5990.1984174139 )	53.8089493951 (ExtendedPoll#56)
	6271	(	2 0 4009.8017603815 2 5990.1982380201 )	53.8089493096 (ExtendedPoll#56)
	6272	(	2 0 4009.8024733106 2 5990.1975204453 )	53.8089489676 (ExtendedPoll#56)
	6273	(	2 0 4009.8053250269 2 5990.1946501458 )	53.8089475994 (ExtendedPoll#56)
	6274	(	2 0 4009.8167318920 2 5990.1831689481 )	53.8089421273 (ExtendedPoll#56)
	6275	(	2 0 4009.8623593525 2 5990.1372441570 )	53.8089202465 (ExtendedPoll#56)
	6276	(	2 0 4010.0448691945 2 5989.9535449926 )	53.8088328461 (ExtendedPoll#56)
	6277	(	2 0 4010.7749085625 2 5989.2187483350 )	53.8084852115 (ExtendedPoll#56)
	6278	(	2 0 4013.6950660346 2 5986.2795617047 )	53.8071261335 (ExtendedPoll#56)
	6279	(	2 0 4025.3756959228 2 5974.5228151836 )	53.8021926744 (ExtendedPoll#56)
	6280	(	2 0 4072.0982154756 2 5927.4958290993 )	53.7904707641 (ExtendedPoll#56)
	6282	(	2 0 4072.1230863636 2 5927.4781440878 )	53.7904013936 (ExtendedPoll#56)
	6283	(	2 0 4072.1976990276 2 5927.4250890534 )	53.7901932963 (ExtendedPoll#56)
	6284	(	2 0 4072.4961496835 2 5927.2128689157 )	53.7893611206 (ExtendedPoll#56)
	6287	(	2 0 4072.6142224687 2 5927.1818879709 )	53.7885522474 (ExtendedPoll#56)
	6291	(	2 0 4072.7124431924 2 5927.2543656553 )	53.7869896937 (ExtendedPoll#56)
	6292	(	2 0 4072.8894390822 2 5927.0862195600 )	53.7868793477 (ExtendedPoll#56)
	6298	(	2 0 4072.8331432603 2 5927.1516517284 )	53.7868061997 (ExtendedPoll#56)
	6308	(	2 0 4072.8364485532 2 5927.1585279631 )	53.7867134349 (ExtendedPoll#56)
	6311	(	2 0 4072.8360952700 2 5927.1623262685 )	53.7866822980 (ExtendedPoll#56)
	6317	(	2 0 4072.8355323017 2 5927.1630960486 )	53.7866805212 (ExtendedPoll#56)
	6318	(	2 0 4072.8338433970 2 5927.1654053888 )	53.7866751908 (ExtendedPoll#56)
	6322	(	2 0 4072.8348036881 2 5927.1644583778 )	53.7866749068 (ExtendedPoll#56)
	6323	(	2 0 4072.8376845612 2 5927.1616173446 )	53.7866740546 (ExtendedPoll#56)
	6324	(	2 0 4072.8492080538 2 5927.1502532121 )	53.7866706465 (ExtendedPoll#56)
	6325	(	2 0 4072.8546839370 2 5927.1449407271 )	53.7866682334 (ExtendedPoll#56)
	6337	(	2 0 4072.8548902901 2 5927.1448213042 )	53.7866674110 (ExtendedPoll#56)
	6338	(	2 0 4072.8555093493 2 5927.1444630354 )	53.7866649438 (ExtendedPoll#56)
	6343	(	2 0 4072.8556843793 2 5927.1443011469 )	53.7866647950 (ExtendedPoll#56)
	6351	(	2 0 4072.8556567359 2 5927.1443329620 )	53.7866647619 (ExtendedPoll#56)
	6357	(	2 0 4072.8556523714 2 5927.1443390004 )	53.7866647475 (ExtendedPoll#56)
	6358	(	2 0 4072.8556392781 2 5927.1443571157 )	53.7866647042 (ExtendedPoll#56)
	6363	(	2 0 4072.8556357434 2 5927.1443636744 )	53.7866646774 (ExtendedPoll#56)
	6370	(	2 0 4072.8556351991 2 5927.1443644301 )	53.7866646756 (ExtendedPoll#56)
	6375	(	2 0 4072.8556348885 2 5927.1443647771 )	53.7866646753 (ExtendedPoll#56)
	6376	(	2 0 4072.8556339570 2 5927.1443658182 )	53.7866646745 (ExtendedPoll#56)
	6377	(	2 0 4072.8556327029 2 5927.1443671954 )	53.7866646736 (ExtendedPoll#56)
	6386	(	2 0 4072.8556329763 2 5927.1443670119 )	53.7866646727 (ExtendedPoll#56)
	6405	(	2 0 4954.5798595708 2 5043.6731930494 )	55.7239163641 (ExtendedPoll#57)
	6406	(	2 0 4818.3194671920 2 5174.6928011060 )	55.2406520186 (ExtendedPoll#57)
	6407	(	2 0 4273.2778976764 2 5698.7712333325 )	54.1421761447 (ExtendedPoll#57)
	6418	(	2 0 4267.0544662937 2 5713.0742072120 )	54.0559868372 (ExtendedPoll#57)
	6420	(	2 0 4305.9236166838 2 5692.5478019498 )	53.9161736343 (ExtendedPoll#57)
	6436	(	2 0 4306.4284814658 2 5693.0189735384 )	53.9070540230 (ExtendedPoll#57)
	6437	(	2 0 4307.3369182014 2 5692.6607167976 )	53.9026276457 (ExtendedPoll#57)
	6453	(	2 0 4307.3366998789 2 5692.6626116095 )	53.9026107377 (ExtendedPoll#57)
	6459	(	2 0 4307.3371752453 2 5692.6626490319 )	53.9026061874 (ExtendedPoll#57)
	6461	(	2 0 4307.3375784896 2 5692.6623945369 )	53.9026051716 (ExtendedPoll#57)
	6474	(	2 0 4307.3375909856 2 5692.6624026545 )	53.9026049811 (ExtendedPoll#57)
	6479	(	2 0 4307.3375975611 2 5692.6623991511 )	53.9026049581 (ExtendedPoll#57)
	6487	(	2 0 4307.3375983269 2 5692.6623986211 )	53.9026049566 (ExtendedPoll#57)
	6488	(	2 0 4307.3376006244 2 5692.6623970312 )	53.9026049522 (ExtendedPoll#57)
	6490	(	2 0 4307.3375976707 2 5692.6624013936 )	53.9026049349 (ExtendedPoll#57)
	6495	(	2 0 4307.3375969844 2 5692.6624020232 )	53.9026049346 (ExtendedPoll#57)
	6496	(	2 0 4307.3375949256 2 5692.6624039121 )	53.9026049340 (ExtendedPoll#57)
	6497	(	2 0 4307.3375866905 2 5692.6624114674 )	53.9026049313 (ExtendedPoll#57)
	6498	(	2 0 4307.3375537500 2 5692.6624416886 )	53.9026049205 (ExtendedPoll#57)
	6499	(	2 0 4307.3374219878 2 5692.6625625735 )	53.9026048776 (ExtendedPoll#57)
	6500	(	2 0 4307.3368949392 2 5692.6630461130 )	53.9026047059 (ExtendedPoll#57)
	6501	(	2 0 4307.3347867446 2 5692.6649802712 )	53.9026040190 (ExtendedPoll#57)
	6502	(	2 0 4307.3263539663 2 5692.6727169040 )	53.9026012717 (ExtendedPoll#57)
	6503	(	2 0 4307.2926228530 2 5692.7036634351 )	53.9025902858 (ExtendedPoll#57)
	6504	(	2 0 4307.1576983999 2 5692.8274495597 )	53.9025463974 (ExtendedPoll#57)
	6505	(	2 0 4306.6180005874 2 5693.3225940580 )	53.9023717283 (ExtendedPoll#57)
	6506	(	2 0 4304.4592093375 2 5695.3031720513 )	53.9016872027 (ExtendedPoll#57)
	6507	(	2 0 4295.8240443380 2 5703.2254840245 )	53.8991757562 (ExtendedPoll#57)
	6508	(	2 0 4261.2833843400 2 5734.9147319171 )	53.8927720075 (ExtendedPoll#57)
	6511	(	2 0 4261.2854283144 2 5734.9298531621 )	53.8926060076 (ExtendedPoll#57)
	6512	(	2 0 4261.2915602373 2 5734.9752168971 )	53.8921080120 (ExtendedPoll#57)
	6513	(	2 0 4261.3160879292 2 5735.1566718371 )	53.8901160910 (ExtendedPoll#57)
	6514	(	2 0 4261.4141986968 2 5735.8824915973 )	53.8821493903 (ExtendedPoll#57)
	6515	(	2 0 4261.5839708086 2 5736.0579414386 )	53.8789281638 (ExtendedPoll#57)
	6516	(	2 0 4262.0932871439 2 5736.5842909627 )	53.8692650726 (ExtendedPoll#57)
	6517	(	2 0 4262.1303923063 2 5737.5601140852 )	53.8593995884 (ExtendedPoll#57)
	6525	(	2 0 4262.0592807423 2 5737.6593344091 )	53.8590609755 (ExtendedPoll#57)
	6526	(	2 0 4261.8459460503 2 5737.9569953809 )	53.8580454076 (ExtendedPoll#57)
	6531	(	2 0 4261.8066484312 2 5738.0725691654 )	53.8572649584 (ExtendedPoll#57)
	6532	(	2 0 4261.6592140538 2 5738.2671580201 )	53.8566720935 (ExtendedPoll#57)
	6537	(	2 0 4261.6094206317 2 5738.3786067875 )	53.8560252022 (ExtendedPoll#57)
	6544	(	2 0 4261.6039575038 2 5738.3928541111 )	53.8559345028 (ExtendedPoll#57)
	6545	(	2 0 4261.5822528497 2 5738.4143071991 )	53.8559175202 (ExtendedPoll#57)
	6546	(	2 0 4261.5171388874 2 5738.4786664632 )	53.8558665878 (ExtendedPoll#57)
	6547	(	2 0 4261.2566830381 2 5738.7361035197 )	53.8556630883 (ExtendedPoll#57)
	6548	(	2 0 4260.2148596411 2 5739.7658517453 )	53.8548527711 (ExtendedPoll#57)
	6549	(	2 0 4256.0475660528 2 5743.8848446480 )	53.8516704284 (ExtendedPoll#57)
	6550	(	2 0 4239.3783916996 2 5760.3608162588 )	53.8398857910 (ExtendedPoll#57)
	6551	(	2 0 4172.7016942871 2 5826.2647027020 )	53.8079830812 (ExtendedPoll#57)
	6557	(	2 0 4172.3873666467 2 5827.1893462901 )	53.8020966299 (ExtendedPoll#57)
	6559	(	2 0 4171.7493284512 2 5827.9288905621 )	53.8008851851 (ExtendedPoll#57)
	6560	(	2 0 4169.8352138647 2 5830.1475233783 )	53.7972677698 (ExtendedPoll#57)
	6571	(	2 0 4169.8728479823 2 5830.1263964098 )	53.7971266241 (ExtendedPoll#57)
	6578	(	2 0 4169.8744650652 2 5830.1253849637 )	53.7971215364 (ExtendedPoll#57)
	6586	(	2 0 4169.8742332961 2 5830.1256298513 )	53.7971213238 (ExtendedPoll#57)
	6587	(	2 0 4169.8735379888 2 5830.1263645140 )	53.7971206859 (ExtendedPoll#57)
	6595	(	2 0 4169.8735402993 2 5830.1264240738 )	53.7971201036 (ExtendedPoll#57)
	6600	(	2 0 4169.8735394760 2 5830.1264538648 )	53.7971198303 (ExtendedPoll#57)
	6605	(	2 0 4169.8735316923 2 5830.1264665714 )	53.7971197809 (ExtendedPoll#57)
	6606	(	2 0 4169.8735105156 2 5830.1264875411 )	53.7971197747 (ExtendedPoll#57)
	6607	(	2 0 4169.8734469856 2 5830.1265504500 )	53.7971197562 (ExtendedPoll#57)
	6608	(	2 0 4169.8731928654 2 5830.1268020859 )	53.7971196820 (ExtendedPoll#57)
	6609	(	2 0 4169.8721763846 2 5830.1278086295 )	53.7971193855 (ExtendedPoll#57)
	6610	(	2 0 4169.8681104615 2 5830.1318348037 )	53.7971181995 (ExtendedPoll#57)
	6611	(	2 0 4169.8518467691 2 5830.1479395006 )	53.7971134562 (ExtendedPoll#57)
	6612	(	2 0 4169.7867919994 2 5830.2123582880 )	53.7970944980 (ExtendedPoll#57)
	6613	(	2 0 4169.5265729207 2 5830.4700334377 )	53.7970189008 (ExtendedPoll#57)
	6614	(	2 0 4168.4856966058 2 5831.5007340364 )	53.7967202870 (ExtendedPoll#57)
	6615	(	2 0 4164.3221913464 2 5835.6235364314 )	53.7955862535 (ExtendedPoll#57)
	6616	(	2 0 4147.6681703088 2 5852.1147460114 )	53.7920186238 (ExtendedPoll#57)
	6618	(	2 0 4147.6602068265 2 5852.1752601464 )	53.7915256228 (ExtendedPoll#57)
	6619	(	2 0 4147.6363163798 2 5852.3568025514 )	53.7900466951 (ExtendedPoll#57)
	6627	(	2 0 4147.6523233123 2 5852.3423304219 )	53.7900364877 (ExtendedPoll#57)
	6628	(	2 0 4147.7003441098 2 5852.2989140332 )	53.7900058731 (ExtendedPoll#57)
	6642	(	2 0 4147.7008030485 2 5852.2990434509 )	53.7900004953 (ExtendedPoll#57)
	6644	(	2 0 4147.7011719978 2 5852.2987413745 )	53.7899999659 (ExtendedPoll#57)
	6650	(	2 0 4147.7010771141 2 5852.2988807259 )	53.7899995260 (ExtendedPoll#57)
	6657	(	2 0 4147.7010935191 2 5852.2989056067 )	53.7899991446 (ExtendedPoll#57)
	6666	(	2 0 4147.7010938504 2 5852.2989059339 )	53.7899991385 (ExtendedPoll#57)
	6669	(	2 0 4147.7010940528 2 5852.2989058189 )	53.7899991377 (ExtendedPoll#57)
	6673	(	2 0 4147.7010940473 2 5852.2989059352 )	53.7899991367 (ExtendedPoll#57)
	6680	(	2 0 4147.7010940274 2 5852.2989059712 )	53.7899991366 (ExtendedPoll#57)
	6686	(	2 0 4105.5727993639 2 5894.4271813637 )	53.7841729375 (ExtendedPoll#58)
	6725	(	2 0 4105.5727574055 2 5894.4272236982 )	53.7841729333 (ExtendedPoll#58)
	6726	(	2 0 4105.5726315303 2 5894.4273507015 )	53.7841729207 (ExtendedPoll#58)
	6727	(	2 0 4105.5721280294 2 5894.4278587149 )	53.7841728703 (ExtendedPoll#58)
	6737	(	2 0 4105.5721311970 2 5894.4278654586 )	53.7841727793 (ExtendedPoll#58)
	6741	(	2 0 4105.5721285679 2 5894.4278680979 )	53.7841727792 (ExtendedPoll#58)
	6742	(	2 0 4105.5721206809 2 5894.4278760159 )	53.7841727787 (ExtendedPoll#58)
	6743	(	2 0 4105.5720891326 2 5894.4279076878 )	53.7841727770 (ExtendedPoll#58)
	6744	(	2 0 4105.5719629396 2 5894.4280343754 )	53.7841727702 (ExtendedPoll#58)
	6745	(	2 0 4105.5714581674 2 5894.4285411256 )	53.7841727431 (ExtendedPoll#58)
	6758	(	2 0 4105.5714585929 2 5894.4285413146 )	53.7841727374 (ExtendedPoll#58)
	6765	(	2 0 4105.5714586508 2 5894.4285413214 )	53.7841727368 (ExtendedPoll#58)
	6790	(	2 0 4999.8038288046 2 5000.1453455727 )	55.9014415188 (ExtendedPoll#59)
	6791	(	2 0 4999.2153441271 2 5000.5814111994 )	55.9006678364 (ExtendedPoll#59)
	6792	(	2 0 4996.8614054169 2 5002.3256737060 )	55.8975828466 (ExtendedPoll#59)
	6793	(	2 0 4987.4456505762 2 5009.3027237327 )	55.8853990072 (ExtendedPoll#59)
	6794	(	2 0 4949.7826312134 2 5037.2109238395 )	55.8391796750 (ExtendedPoll#59)
	6795	(	2 0 4799.1305537620 2 5148.8437242665 )	55.6957204380 (ExtendedPoll#59)
	6797	(	2 0 4791.8152923122 2 5162.6007831124 )	55.5930004110 (ExtendedPoll#59)
	6798	(	2 0 4769.8695079627 2 5203.8719596503 )	55.2886042603 (ExtendedPoll#59)
	6800	(	2 0 4753.7104229690 2 5230.5126132884 )	55.1111870096 (ExtendedPoll#59)
	6801	(	2 0 4703.0495078538 2 5267.1981035443 )	55.1012158213 (ExtendedPoll#59)
	6807	(	2 0 4699.1189196121 2 5298.2060774510 )	54.7818521507 (ExtendedPoll#59)
	6810	(	2 0 4689.4016320146 2 5310.4345742030 )	54.7232027437 (ExtendedPoll#59)
	6811	(	2 0 4665.3813705375 2 5330.5242474383 )	54.6941438059 (ExtendedPoll#59)
	6812	(	2 0 4593.3205861064 2 5390.7932671444 )	54.6201919010 (ExtendedPoll#59)
	6813	(	2 0 4305.0774483818 2 5631.8693459686 )	54.5320542946 (ExtendedPoll#59)
	6818	(	2 0 4291.1020235224 2 5693.0118297283 )	54.0420071399 (ExtendedPoll#59)
	6823	(	2 0 4279.6378078175 2 5703.6025813796 )	54.0382097940 (ExtendedPoll#59)
	6824	(	2 0 4245.2451607026 2 5735.3748363333 )	54.0307112653 (ExtendedPoll#59)
	6831	(	2 0 4249.5032979644 2 5750.4420912598 )	53.8459996564 (ExtendedPoll#59)
	6842	(	2 0 4249.5962541266 2 5750.3629695656 )	53.8459422263 (ExtendedPoll#59)
	6849	(	2 0 4249.6238551729 2 5750.3759885262 )	53.8455701397 (ExtendedPoll#59)
	6853	(	2 0 4249.6129514080 2 5750.3866626954 )	53.8455633271 (ExtendedPoll#59)
	6854	(	2 0 4249.5802401136 2 5750.4186852027 )	53.8455428930 (ExtendedPoll#59)
	6855	(	2 0 4249.4493949358 2 5750.5467752323 )	53.8454612142 (ExtendedPoll#59)
	6856	(	2 0 4248.9260142245 2 5751.0591353504 )	53.8451354192 (ExtendedPoll#59)
	6857	(	2 0 4246.8324913796 2 5753.1085758229 )	53.8438469662 (ExtendedPoll#59)
	6858	(	2 0 4238.4583999999 2 5761.3063377130 )	53.8389290219 (ExtendedPoll#59)
	6859	(	2 0 4204.9620344812 2 5794.0973852733 )	53.8230461425 (ExtendedPoll#59)
	6860	(	2 0 4070.9765724063 2 5925.2615755146 )	53.8210579913 (ExtendedPoll#59)
	6865	(	2 0 4071.7886210187 2 5927.0375053582 )	53.7974776434 (ExtendedPoll#59)
	6871	(	2 0 4072.0432392023 2 5927.4540854434 )	53.7913560161 (ExtendedPoll#59)
	6873	(	2 0 4071.7200617674 2 5927.8201257384 )	53.7910242574 (ExtendedPoll#59)
	6874	(	2 0 4070.7505294627 2 5928.9182466233 )	53.7900332794 (ExtendedPoll#59)
	6883	(	2 0 4070.7703482043 2 5929.0386984572 )	53.7887604316 (ExtendedPoll#59)
	6885	(	2 0 4070.7520288631 2 5929.1593835311 )	53.7878375424 (ExtendedPoll#59)
	6887	(	2 0 4070.6714077684 2 5929.2510402129 )	53.7877524096 (ExtendedPoll#59)
	6888	(	2 0 4070.4295444844 2 5929.5260102582 )	53.7874972799 (ExtendedPoll#59)
	6896	(	2 0 4070.4383638744 2 5929.5552256590 )	53.7871515709 (ExtendedPoll#59)
	6902	(	2 0 4070.4346738395 2 5929.5619033272 )	53.7871252238 (ExtendedPoll#59)
	6908	(	2 0 4070.4365087991 2 5929.5624238125 )	53.7871035769 (ExtendedPoll#59)
	6912	(	2 0 4070.4373937138 2 5929.5620682560 )	53.7870986249 (ExtendedPoll#59)
	6914	(	2 0 4070.4382753416 2 5929.5617046258 )	53.7870937763 (ExtendedPoll#59)
	6922	(	2 0 4070.4383956527 2 5929.5615865285 )	53.7870937340 (ExtendedPoll#59)
	6923	(	2 0 4070.4387565859 2 5929.5612322368 )	53.7870936074 (ExtendedPoll#59)
